id,name,lat,long
204,Alice Springs,-23.698388399968803,133.8812885
205,Aligarh,27.881541199959482,78.0690216
206,Al Ismailiya,30.60437749968947,32.2770825
207,Al Jabalayn,12.59498669963744,32.80883179999999
208,Al-Jerif West Al-Sheta,15.560238920492099,32.58830739184947
209,Al-Kaf,36.178449099753735,8.707346999999999
210,alkamalia,21.820322000409714,33.64939179999999
211,Alkmaar,52.6312591990851,4.7503798
212,Al Kufa,32.03443999960732,44.4031125
213,Al-Kut,32.50102739959387,45.829633400000006
214,Allada,6.66584109941584,2.1511876
215,Allentown,40.602205900345396,-75.47127939999999
216,Alma,48.54888699980413,-71.65145899999999
217,Al Madhatiyah,32.40065479959617,44.66468480000001
218,Almadina,-14.703839171334929,-39.63935934021577
219,Al Mahawil,32.661380999590946,44.408536999999995
220,Almaliq,40.84572900037455,69.6071609
221,Al Managil,14.246743699818678,32.98585369999999
222,Almansora,14.593047499859239,35.8678483
223,Almaty,43.23639240054085,76.9457275
224,Al Mazmūm,12.27248379960582,33.5408281
225,Almeirim,39.21075060015637,-8.6340173
226,Almere,52.36570979909325,5.2210431999999996
227,Almeria,36.8414196998288,-2.4628135
228,Almetyevsk,54.900500799390954,52.296377699999994
229,Almetyevsk,54.89916286775268,52.31968061516093
230,Al-Minya,28.08933249993628,30.7570623
231,Almirante Tamandaré,-25.313304799734098,-49.2997838
232,Almora,29.601698999776794,79.6632635
233,Almunajah Abu Wahsh,30.86452819967039,32.0025482
234,Al Munastir,35.77078129971353,10.8280884
235,Al Musaiyib,32.77971219958933,44.29026699999999
236,Al Nubaria,30.666388799684782,30.076575099999996
237,alnuwbia,21.868596900409432,33.3974952
238,Al-Obour,30.191399999723,31.450547999999994
239,Alor Gajah,2.378079499746593,102.2089263
240,Alor Setar,6.1231907994387065,100.36839619999999
241,Al-Qadarif,14.040940999794836,35.39883199999999
242,Al Qadisiyah,31.6990159996213,44.4771069
243,Al-Qa'im,34.39577149961723,40.9943684
244,Al-Qantara Gharb,30.855094499671054,32.3096054
245,Al-Qassim,32.29799299959884,44.682816
246,Al Qurna,31.014924099660135,47.43348859999999
247,Al Qusair City,26.142786883002717,34.23770502569026
248,Al Quwaysi,13.334250299715228,34.0869653
249,Al-Rahmaniya,31.104460532063385,30.64226367272877
250,Al-Rumaitha,31.5290775996297,45.2109126
251,Al Ruseifa,32.02159264586948,36.03014134330156
252,Al-Ruseifa,32.017498899607936,36.043461099999995
253,Al Shalaten,23.10618320037982,35.5639423
254,Al-Shatrah,31.410357499636063,46.1752772
255,Al Showmaly,32.32711599959805,44.916496499999994
256,Al Shuwairif,29.98238009974132,14.259466
257,Al-Tabqah,35.83236479971928,38.54146969999999
258,Altagracia de Orituco,9.85766849943128,-66.3715391
259,Altai,46.364338900282355,96.25324979999999
260,Altai,46.36528991220025,96.24738697409866
261,Al-Tal,33.60862259959192,36.3119984
262,Altamira,-3.2040649997394732,-52.20996099999999
263,Altay,47.82028159998016,88.1219769
264,Altay,47.82575619997887,88.12917009999998
265,Altoona,40.518681000335036,-78.394736
266,Al Tor,28.241666999919374,33.62361099999999
267,Altyn Asyr,37.280452999884105,60.7047454
268,Al-Ubayyid,13.183365999698822,30.222559
269,Alvorada,-29.998118399319733,-51.077250899999996
270,Alwar,27.56460359999499,76.6131841
271,Alwar,27.562873687662027,76.60697149647514
272,Alxa,38.85053710010423,105.7247185
273,Alxa Left Banner,38.832365000101596,105.6605393
274,Alxa Right Banner,39.21013300015628,101.67072959999999
275,Al-Zahra,32.67803129959069,12.872510899999998
276,Al-Zaqaziq,30.585343099690945,31.503512700000005
277,Al Zawiyah,32.75966649958958,12.735596699999999
278,Ama,35.19137899966521,136.793513
279,Amagasaki,34.72889949963463,135.412989
280,Amakusa,32.4585126995948,130.1930487
281,Amami,28.37766139990437,129.4938985
282,Amarah,31.849770799614586,47.1496466
283,Amaravati,16.509667900082206,80.5184535
284,Amarillo,35.20721849966638,-101.83382460000001
285,Amasya,40.65032480035128,35.8329148
286,Ambala,30.384367399706868,76.77042100000001
287,Ambam,2.385964299745763,11.272196499999998
288,Ambato,-1.242241299880454,-78.6287594
289,Ambikapur,23.122634300379147,83.1981886
290,Ambo,8.982103999400984,37.8554406
291,Ambon,-3.695943399716277,128.178785
292,Am-Djarass,16.06628790003211,22.835044799999995
293,Amdo,32.26761519959971,91.68107129999999
294,Amenab,21.77522290040992,33.58937709999999
295,Americana,-22.739246300102355,-47.3306032
296,Amersfoort,52.15624989910535,5.389694399999999
297,Ames,42.026770300488224,-93.6170554
298,Amesbury,42.85795360053251,-70.93009209999998
299,Amiens,49.89417079947651,2.2956951
300,Amman,31.95156939961044,35.9239625
301,Amol,36.47189469978557,52.3499009
302,Ampang Jaya,3.127608699669754,101.75386389999998
303,Ampara,7.2978117993981915,81.6790194
304,`Amran,15.662833599985365,43.942995
305,Amravati,20.93162190040305,77.7588455
306,Amreli,21.598140700410152,71.21021390000001
307,Amroha,28.90661999984725,78.4707309
308,Amsterdam,42.94336700053508,-74.18504359999999
309,Amsterdam,52.37275979909294,4.893604099999999
310,Am Timan,11.039636799501487,20.282642899999995
311,Anaco,9.432190999414146,-64.466834
312,Anadia,40.44268330032548,-8.435958099999999
313,Anaheim,33.834751599596906,-117.911732
314,Anaka,2.597303011900489,31.950830058137157
315,Anamorós,13.741535899760619,-87.87152169999999
316,Anan,33.92201019959932,134.65969739999997
317,Anand,22.55849950039819,72.9625629
318,Ananindeua,-1.3740349998688983,-48.40166229999999
319,Anantapur,14.67832209986929,77.6065039
320,Anantnag,33.73687729959452,75.14551379999999
321,Anápolis,-16.33328280045057,-48.9525756
322,Anchorage,61.21631290173794,-149.89485199999996
323,Ancona,43.617013700541065,13.517098199999998
324,Anda,46.411433100274074,125.32855719999998
325,Anderson,34.50686009962259,-82.6506264
326,Andijan,40.78334710036724,72.3506746
327,Andijan,40.77398304415682,72.3435943043043
328,Andimeshk,32.45832499959482,48.35211369999999
329,Anding,35.581421499696546,104.6080096
330,Andong-si,36.563488599795974,128.7260798
331,Andria,41.227646300416765,16.2954346
332,Anfu,27.394517000014023,114.61543149999999
333,Ang'angxi,47.1571075001285,123.8018548
334,Angarsk,52.52353133107093,103.90353096462002
335,Angarsk,52.5311116990872,103.8826109
336,Angeles,15.139965899923833,120.58791820000002
337,Angers,47.473988400059476,-0.5515588
338,Angol,-37.79878700052751,-72.7086097
339,Angra do Heroísmo,38.65491467158659,-27.219511242350407
340,Angra do Heroísmo,38.65931670007649,-27.219557799999997
341,Angra dos Reis,-23.006396600066207,-44.316326
342,Anguo,38.427747600043,115.3303798
343,Anhua,28.37748219990439,111.20751639999999
344,anijat,21.950604400408803,33.6186513
345,Anji,30.63831069968689,119.67550060000002
346,Anjo,34.94776399964818,137.075563
347,Anju,39.61736860021437,125.66113809999999
348,Anju,30.352787099709452,105.45896399999998
349,Ankang,32.71651839959013,108.99129889999999
350,Ankara,39.920789300256516,32.8540412
351,Ankleshwar,21.632631278251985,72.99173183719373
352,Ankoro,-6.755038499702433,26.943241699999998
353,Anlong,25.10384340024903,105.4606866
354,Anlu,31.25784829964483,113.683285
355,Annaba,36.898216499835705,7.754927200000001
356,Annaka,36.32636529976949,138.88783139999998
357,Annapolis,38.97864010012282,-76.492786
358,Ann Arbor,42.26815690050453,-83.7312291
359,Annau,37.90217249996826,58.504499899999985
360,Annecy,45.899234800357824,6.1288847
361,An Nil,32.54124569959306,44.5458951
362,Anning,36.107374799746374,103.7080952
363,Anning,24.92487080026433,102.48442869999998
364,Anniston,33.659442199592874,-85.83163259999999
365,Anouvong,18.897693600307175,103.09247929999998
366,Anping,38.22948810001454,115.5137046
367,Anqing,30.52761609969542,117.05159559999998
368,Anqiu,36.47947049978642,119.21298180000001
369,Anren,26.712946500089284,113.26394850000001
370,Ansai,36.86317189983144,109.3217915
371,Ansan-si,37.3217151998895,126.8308604
372,Anseong-si,37.00777299984928,127.27997099999999
373,Anshan,41.10751900040399,122.99031370000002
374,Anshun,26.25491100013805,105.94377729999998
375,Ansonia,41.342992200428576,-73.0787468
376,ANSOUMANIYA PLATEAU,9.690232799424,-13.536958699999998
377,ANSOUMANYAH VILLAGE,9.710452999424842,-13.541464800000002
378,Antalya,36.90096409983605,30.695484599999993
379,Antananarivo,-18.91001220045104,47.5255809
380,Antigua Guatemala,14.558987499855238,-90.73332579999999
381,Antioch,38.00492139998267,-121.80578899999999
382,Antipolo,14.587026199858533,121.1758611
383,Antofagasta,-23.64637409997627,-70.3980033
384,Antsirabe,-19.87140300040011,47.03466699999999
385,Antsiranana,-12.277913400140244,49.2913394
386,Antwerp,51.22110969921299,4.399708099999999
387,Anur,16.453190000075914,74.2699404
388,Anuradhapura,8.33498499939121,80.4106096
389,Anxi,25.058284300252982,118.18170649999999
390,Anxiang,29.41355959979522,112.1652707
391,Anxin,38.928626800115566,115.9309289
392,Anyama,5.495889799473457,-4.056921
393,Anyang,36.102355199745865,114.33632999999999
394,Anyang,36.08378439974396,114.46642259999999
395,Anyang-si,37.393852799898994,126.95706049999998
396,Anyi County,28.847734499853495,115.54444709999999
397,Anyuan,25.139216500245933,115.38837730000002
398,Anyuan,27.6189172999889,113.8671885
399,Anyue,30.10515649973046,105.33520629999998
400,Anze,36.14412609975017,112.24273079999999
401,Anzhou,31.544136899628914,104.5574522
402,Anzhou,41.31028980042528,117.7253523
403,Aohan,42.28479170050556,119.90329060000002
404,Aomori,40.8221517003718,140.7471238
405,Aosta,45.7370885003813,7.3196649
406,Aparecida de Goiânia,-16.82267690046544,-49.245254599999996
407,Apartadó,7.8849010993908255,-76.62274609999999
408,Apastepeque,13.667922299752306,-88.7796213
409,Apatzingán,19.09137920032074,-102.35373559999998
410,Apeldoorn,52.21564569910145,5.963948499999999
411,Apia,-13.834369100288493,-171.76927929999997
412,Aplahoué,6.948924399406714,1.7041012
413,Apodaca,25.781654200186022,-100.18875009999998
414,Apopa,13.8013035997674,-89.17907839999998
415,Appleton,44.261133700521825,-88.4067604
416,Apucarana,-23.5525326999897,-51.461076399999996
417,Aqaba,29.52670199978408,35.007822
418,Aqaba,29.548275283894746,35.00834575988272
419,Aqaba,29.548275283894746,35.00834575988272
420,Aracaju,-10.91620610000309,-37.077465499999995
421,Araçatuba,-21.20799200028544,-50.43902249999999
422,Aracruz,-19.824521800403236,-40.2735025
423,Arad,46.17537930031446,21.3196342
424,Arad,31.261219899644637,35.214581
425,Arad,46.17772979276993,21.3144643995062
426,Araguaína,-7.193240999719023,-48.20185969999999
427,Araguari,-18.651125600459974,-48.1933764
428,Arak,34.08652029960462,49.68884150000001
429,Arakawa,35.73752899971046,139.78131
430,Aral,40.54218650033797,81.2770789
431,Arao,32.9867583995877,130.43340269999996
432,Arapiraca,-9.754865999893305,-36.661471
433,Arapongas,-23.41528620000921,-51.429396100000005
434,Araraquara,-21.78867130022158,-48.177309599999994
435,Araras,-22.356947700152233,-47.383888899999995
436,Araruama,-22.873320300084337,-42.34288969999999
437,Arauca,7.08245959940309,-70.75702439999999
438,Arauca,7.08245959940309,-70.75702439999999
439,Araucária,-25.58611069969548,-49.4051209
440,Araure,9.583231099419711,-69.2239795
441,Araxá,-19.592853600417715,-46.940241
442,Arayampathy,7.657856053198485,81.73998044569689
443,Arba Minch,6.021514199443749,37.55398089999999
444,Ardabil,38.25142330001769,48.297487
445,Ardahan,41.11029660040429,42.7035585
446,Arecibo,18.470298500274325,-66.7190726
447,Areguá,-25.312944899734145,-57.3852339
448,Arequipa,-16.39886670045294,-71.5369607
449,Arese,45.54991290040649,9.0782756
450,Arezzo,43.462895700541985,11.878167499999998
451,Argenteuil,48.94790689970525,2.2481797
452,Argos,37.63498249993139,22.7285119
453,Ar Horqin Banner,43.870730500536496,120.067991
454,Ariana,36.85873509983088,10.188232
455,Arica,-18.47852880046479,-70.32113939999999
456,Arida,34.0832763996045,135.1278229
457,Arifwala,30.294450399714275,73.0589418
458,Arihah,35.813062899717465,36.6103721
459,Ariquemes,-9.907652199907005,-63.033069
460,Arixang,44.969424300471125,81.02558769999999
461,Arkhangelsk,64.59266513881094,40.55157163093592
462,Arkhangelsk,64.54302199946623,40.537121
463,Arkoum,13.195828399700169,21.707295499999997
464,Arlington,38.89039610011,-77.0841585
465,Arlit,18.739079000295447,7.393331
466,Armagh,54.34819769925123,-6.654043199999999
467,Armavir,44.999358500468304,41.1294061
468,Armavir,44.98841285834097,41.10773676749796
469,Armenia,4.536306999542085,-75.6723751
470,Armidale,-30.51448809932431,151.6656564
471,Arnhem,51.98425699911883,5.910857299999999
472,Arniqueiras,-15.858976000430202,-48.0122281
473,Aroa,10.442190799461988,-68.8978308
474,Aroma,15.809997700002517,36.1365693
475,Arraba,32.84862589958863,35.3358268
476,Arraba,32.85180696514973,35.3382517195548
477,Arrah,25.560317000207416,84.6632139
478,Ar Raqqah,35.94967799973057,39.0089212
479,Ar Rāshidīyah,29.73121499976445,35.282671
480,Ar Rutbah,33.03718299958753,40.285862
481,Arta,39.161555000149285,20.9858503
482,Artemisa,22.812771500390685,-82.7630555
483,Artigas,-30.39841359932217,-56.4638078
484,Artigas,-30.39841359932217,-56.4638078
485,Artush,39.71526100022811,76.166016
486,Artvin,41.18308110041209,41.828744799999996
487,Artyom,43.357037700541824,132.18536289999997
488,Artyom,43.3742019374954,132.20260672537424
489,Arua,3.022507599680247,30.9104823
490,Arua,3.022507599680247,30.9104823
491,Arun,48.12865229990684,123.4585282
492,Arusha,-3.369682699731059,36.6880794
493,Arvaikheer,46.26063548429774,102.78518456920874
494,Arvaikheer,46.26818850029894,102.7863148
495,Arvi,20.993821992809302,78.23386193368795
496,Arxan,47.17469420012477,119.93880929999999
497,Arzamas,55.398946299552456,43.8408129
498,Arzamas,55.39658554685962,43.83964857039494
499,Asadabad,34.872795099643355,71.1508321
500,Asago,35.339840199676544,134.8527042
501,Asahi,35.72041259970891,140.64645269999997
502,Asahikawa,43.770625000538764,142.36497429999997
503,Asaka,35.797086099715976,139.59373299999996
504,Asakuchi,34.52791929962367,133.5849605
505,Asakura,33.42342479958921,130.6657037
506,Asan-si,36.78994979982257,127.0026769
507,Asansol,23.68712970035159,86.9746587
508,Asansol,23.682814183081113,86.9648560372981
509,Asbi'a,32.035190399607295,12.871946199999998
510,Ascensión de Guarayos,-15.896833000432034,-63.187621699999994
511,Asella,7.949999999390556,39.133329999999994
512,Ashaiman,5.694384999461535,-0.029528999999999996
513,Ashdod,31.79773139961683,34.65299219999999
514,Asheville,35.600949799698256,-82.5540161
515,Ashgabat,37.940464799973626,58.3823487
516,Ashibetsu,43.51838710054181,142.189806
517,Ashikaga,36.340191399771,139.4497731
518,Ashiya,34.73243129963484,135.3069326
519,Ashkelon,31.66448739962294,34.57301569999999
520,Ashland,38.47841440005031,-82.63793869999999
521,Ashtabula,41.86505400047582,-80.789809
522,Asilah,35.46192799968644,-6.036545
523,Asmara,15.338966699947322,38.9326763
524,Aso,32.952490299587865,131.1214674
525,Asosa,10.064635199441224,34.5437024
526,Assab,13.009128899680196,42.7444596
527,As Samawah,31.30787359964188,45.28266159999999
528,Assen,52.99535379908772,6.560553
529,As Siniyah,34.93414214123315,43.41442769765136
530,Assis,-22.662089200112607,-50.42062299999999
531,As Suwayda,32.70938779959023,36.56874959999999
532,Asti,44.90054200047743,8.206887599999998
533,Astrakhan,46.3498308002849,48.03262029999999
534,Astrakhan,46.362703935253315,48.038268540146774
535,Asuncion,-25.280045899738848,-57.6343814
536,Aswan,24.091071000326956,32.897306
537,Asyut,27.18298569939112,31.17984141082091
538,Asyut,27.183282200037578,31.1853836
539,Atakpamé,7.532060299394194,1.1219478999999999
540,Atami,35.089919999657866,139.059891
541,`Ataq,14.527735399851558,46.8453776
542,Atar,20.51827720039237,-13.0543754
543,Atbara,17.69071900020512,33.980729999999994
544,Athens,37.983941199979725,23.728305199999998
545,Athens,33.95976769960045,-83.376398
546,Ati,13.21256909970198,18.339685699999997
547,Atibaia,-23.117739300050875,-46.5547861
548,Atiquizaya,13.974272299787165,-89.75502379999999
549,Atlanta,33.7489923995948,-84.39026439999999
550,Atlantic City,39.36428520017842,-74.4229351
551,Attapeu,14.812288199885097,106.82780769999998
552,Attécoubé,5.35108629948267,-4.0353547
553,Attleboro,41.943812900482,-71.28065149999999
554,Attock,33.76953229959527,72.3610911
555,Atyrau,47.105342600139416,51.924453299999996
556,Atyrau,47.118414412257295,51.91340692187286
557,Auburn,32.67776791670943,-85.51741761930353
558,Auburn,32.64047090411755,-85.45613295084664
559,Auburn,32.57157308095729,-85.40768684544969
560,Auburn,32.5421279262549,-85.58079823136613
561,Auburn,32.5421279262549,-85.58079823136613
562,Auburn,32.6098565995918,-85.4807825
563,Auburn,32.71226597747151,-85.50685660234805
564,Auburn,32.57157308095729,-85.40768684544969
565,Auburn,32.65866814504221,-85.45538911234777
566,Auburn,32.541202252119135,-85.53392870002946
567,Auburn,32.562992022646355,-85.49962790937975
568,Auburn,32.71661546826772,-85.47121671079343
569,Auburn,32.535449433685145,-85.48675574584016
570,Auburn,32.65509701320119,-85.50364335882415
571,Auburn,32.54273828405433,-85.53106031318352
572,Auburn,44.09785090052909,-70.2311655
573,Auburn,32.67776791670943,-85.51741761930353
574,Auckland,-36.85209500031107,174.76318029999996
575,Augsburg,48.36680409984893,10.8986971
576,Augusta,44.3105450005193,-69.7792759
577,Augusta,33.470971399589786,-81.9748429
578,Aurangabad,19.87726300036664,75.33902409999999
579,Aurangabad,24.75366960027839,84.3746725
580,Aurora,39.74051110023162,-104.83099469999999
581,Aurora,39.74051110023162,-104.83099469999999
582,Austin,30.27112859971623,-97.7436995
583,Avadi,13.125475799692598,80.09408999999998
584,Aveiro,40.640496000350076,-8.6537841
585,Avellaneda,-34.664839399818945,-58.36280610000001
586,Avellino,40.91419580038245,14.7888764
587,Avignon,43.94924930053428,4.805901199999999
588,Ávila,40.656478000352024,-4.7002172
589,Avissawella,6.952232499406617,80.21259469999998
590,Avondale,33.43559769958935,-112.34960200000002
591,Awa,34.102127899605186,134.2976029
592,Awaji,34.50145049962232,134.90713849999997
593,Awara,36.21134469975719,136.2290431
594,Awat,40.6423779003503,80.3727013
595,Awbari,26.590939100102453,12.769565799999999
596,Aweil,8.768245099396552,27.3975765
597,Awka,6.2100944994345815,7.074114499999999
598,Ayabe,35.35916899967808,135.353791
